"","STATE","Year","State Tax per pack in Dollars","Gross Cigarette Tax Revenue in Dollars","Cigarette Consumption (Pack Sales Per Capita) in Pack","Federal and State tax as a Percentage of Retail Price in Percentage","Federal and State Tax per pack in Dollars","Average Cost per pack in Dollars"
"426","DE",1995,0.24,21475896,127.2,28.4,0.48,1.691
"427","DE",1996,0.24,21924220,128.3,27.9,0.48,1.719
"428","DE",1997,0.24,21609756,124.1,26.8,0.48,1.792
"429","DE",1998,0.24,23095680,132.8,24.2,0.48,1.983
"430","DE",1999,0.24,24551400,139.5,17.4,0.48,2.762
"431","DE",2000,0.24,25956720,140.7,20.1,0.58,2.887
"432","DE",2001,0.24,26588160,141.4,18.3,0.58,3.171
"433","DE",2002,0.24,27218880,142.4,19.5,0.63,3.23
"434","DE",2003,0.24,35223120,184.2,26.6,0.94,3.532
"435","DE",2004,0.55,72607229,176,27.6,0.94,3.411
"436","DE",2005,0.55,82412306,178.8,27,0.94,3.484
"437","DE",2006,0.55,86091401,183.6,26.4,0.94,3.56
"438","DE",2007,0.55,88005886,185.2,36.3,1.54,4.239
"439","DE",2008,1.15,118708899,133.3,36.5,1.54,4.215
"440","DE",2009,1.15,125387267,122.8,48.8,2.61,5.351
"441","DE",2010,1.6,128799000,95,46.8,2.61,5.577
"442","DE",2011,1.6,125650238,87.6,46.4,2.61,5.621
"443","DE",2012,1.6,122961514,84.9,44.7,2.61,5.833
"444","DE",2013,1.6,112948060,77.1,45,2.61,5.8
"445","DE",2014,1.6,105258270,71.2,44.9,2.61,5.818
"446","DE",2015,1.6,104697728,70.1,44.5,2.61,5.86
"447","DE",2016,1.6,102862770,68.1,43.6,2.61,5.993
"448","DE",2017,1.6,110384640,72.6,47,3.11,6.618
"449","DE",2018,2.1,122111640,64.2,45.4,3.11,6.846
"450","DE",2019,2.1,113012160,56.9,43.9,3.11,7.091
"451","FL",1970,0.15,117819000,123.6,52.5,0.23,0.438
"452","FL",1971,0.15,126319000,123,53.4,0.25,0.468
"453","FL",1972,0.17,151859000,126,52.7,0.25,0.474
"454","FL",1973,0.17,163632000,132.6,52,0.25,0.481
"455","FL",1974,0.17,177469000,136,48.4,0.25,0.517
"456","FL",1975,0.17,181452000,131.9,44.7,0.25,0.559
"457","FL",1976,0.17,185059000,130.3,44.7,0.25,0.559
"458","FL",1977,0.17,190607000,133.1,43.7,0.29,0.663
"459","FL",1978,0.21,236587000,133.4,43.6,0.29,0.665
"460","FL",1979,0.21,244444000,135.4,41.6,0.29,0.698
"461","FL",1980,0.21,258648000,139,39.8,0.29,0.728
"462","FL",1981,0.21,271618000,132.8,36.7,0.29,0.79
"463","FL",1982,0.21,281771000,131.8,32,0.29,0.905
"464","FL",1983,0.21,278995000,127.6,37.3,0.37,0.993
"465","FL",1984,0.21,283263000,124.7,35.5,0.37,1.042
"466","FL",1985,0.21,291172000,124.2,32.5,0.37,1.138
"467","FL",1986,0.21,295577556,124.7,33.1,0.4,1.208
"468","FL",1987,0.24,351727705,125.1,30.5,0.4,1.305
"469","FL",1988,0.24,350159584,119.5,28.6,0.4,1.398
"470","FL",1989,0.24,341991205,113.8,26.5,0.4,1.501
"471","FL",1990,0.24,330390606,110.1,28.5,0.499,1.748
"472","FL",1991,0.24,443173112,98.2,28.8,0.539,1.87
"473","FL",1992,0.339,430165803,95.9,27.8,0.539,1.937
"474","FL",1993,0.339,427857405,96.8,33.7,0.579,1.716
"475","FL",1994,0.339,428232716,93.6,33.4,0.579,1.733
"476","FL",1995,0.339,447593128,95.4,32.2,0.579,1.798
"477","FL",1996,0.339,439057697,91.8,31.7,0.579,1.827
"478","FL",1997,0.339,454116714,93,30.2,0.579,1.918
"479","FL",1998,0.339,447713978,91.7,26.9,0.579,2.156
"480","FL",1999,0.339,438240758,88.2,20.2,0.579,2.863
"481","FL",2000,0.339,426268878,82.5,22.5,0.679,3.023
"482","FL",2001,0.339,425732302,78.6,20.4,0.679,3.324
"483","FL",2002,0.339,432429797,77.9,21.5,0.729,3.391
"484","FL",2003,0.339,426546465,76.7,22,0.729,3.312
"485","FL",2004,0.339,427985959,74.2,22.5,0.729,3.247
"486","FL",2005,0.339,443845242,75.3,21.2,0.729,3.433
"487","FL",2006,0.339,432823038,71.9,21.2,0.729,3.435
"488","FL",2007,0.339,428877036,69.9,20.2,0.729,3.606
"489","FL",2008,0.339,410912748,67.9,20.4,0.729,3.566
"490","FL",2009,0.339,426710826,70.6,42.9,2.349,5.475
"491","FL",2010,1.339,1242236429,50,42.5,2.349,5.527
"492","FL",2011,1.339,1250816674,49.7,42.6,2.349,5.519
"493","FL",2012,1.339,1171575000,45.9,42.3,2.349,5.549
"494","FL",2013,1.339,1146480000,44.3,42.2,2.349,5.572
"495","FL",2014,1.339,1109443220,42.4,42.3,2.349,5.548
"496","FL",2015,1.339,1116457891,41.9,40.9,2.349,5.744
"497","FL",2016,1.339,1127472852,41.5,40.6,2.349,5.789
"498","FL",2017,1.339,1120838366,40.6,39.1,2.349,6.006
"499","FL",2018,1.339,1079117307,38.4,38.3,2.349,6.13
"500","FL",2019,1.339,1033636106,36.2,37.5,2.349,6.262
"501","GA",1970,0.08,40789310,109.9,44.7,0.16,0.358
"502","GA",1971,0.12,49778215,115.7,48.9,0.2,0.409
"503","GA",1972,0.12,65455470,117,47.2,0.2,0.424
"504","GA",1973,0.12,67860659,119.8,47.2,0.2,0.424
"505","GA",1974,0.12,71030901,123.7,44.9,0.2,0.445
"506","GA",1975,0.12,72017668,122.9,41.8,0.2,0.479
"507","GA",1976,0.12,74434653,125.9,40.4,0.2,0.495
"508","GA",1977,0.12,75841237,127.9,36.6,0.2,0.547
"509","GA",1978,0.12,78514059,130.6,35.3,0.2,0.566
"510","GA",1979,0.12,79159343,131,33.7,0.2,0.593
"511","GA",1980,0.12,81529217,134,31.9,0.2,0.626
"512","GA",1981,0.12,85549591,131.7,29.5,0.2,0.678
"513","GA",1982,0.12,86890317,131.2,25.3,0.2,0.789
"514","GA",1983,0.12,86120722,128.6,32.3,0.28,0.868
"515","GA",1984,0.12,86489648,126.3,30.9,0.28,0.907
"516","GA",1985,0.12,90152759,128.8,28,0.28,1.001
"517","GA",1986,0.12,91320117,129,27,0.28,1.039
"518","GA",1987,0.12,91904935,129.3,25.7,0.28,1.092
"519","GA",1988,0.12,92494239,124.1,22.9,0.28,1.224
"520","GA",1989,0.12,89778112,117.1,21.1,0.28,1.323
"521","GA",1990,0.12,86697410,113.8,20.3,0.28,1.382
"522","GA",1991,0.12,85503524,109.6,20.1,0.32,1.595
"523","GA",1992,0.12,85101224,109.2,19.1,0.32,1.672
"524","GA",1993,0.12,86596441,109.2,24.4,0.36,1.478
"525","GA",1994,0.12,86833821,107.8,23.4,0.36,1.538
"526","GA",1995,0.12,82956521,100.3,23.1,0.36,1.561
"527","GA",1996,0.12,87807683,102.7,22.7,0.36,1.589
"528","GA",1997,0.12,88830820,100.6,21.3,0.36,1.687
"529","GA",1998,0.12,88635996,100.5,19.1,0.36,1.88
"530","GA",1999,0.12,87120120,97.1,14,0.36,2.574
"531","GA",2000,0.12,84389385,88.1,16,0.46,2.878
"532","GA",2001,0.12,83450171,85.9,15,0.46,3.069
"533","GA",2002,0.12,79538401,79.5,16.2,0.51,3.156
"534","GA",2003,0.12,83606208,83.1,23,0.76,3.309
"535","GA",2004,0.37,219060809,68.1,22.6,0.76,3.362
"536","GA",2005,0.37,231565881,70.2,21.8,0.76,3.483
"537","GA",2006,0.37,229086518,68.2,21.7,0.76,3.498
"538","GA",2007,0.37,224122904,64.7,20.8,0.76,3.655
"539","GA",2008,0.37,217615500,61.6,20.9,0.76,3.638
"540","GA",2009,0.37,210616950,58.8,30.5,1.38,4.531
"541","GA",2010,0.37,201281850,55.3,30.2,1.38,4.573
"542","GA",2011,0.37,194648490,54.3,29.8,1.38,4.637
"543","GA",2012,0.37,192791460,53.1,30.6,1.38,4.506
"544","GA",2013,0.37,182965037,49.9,30.2,1.38,4.563
"545","GA",2014,0.37,181007346,49,28.8,1.38,4.793
"546","GA",2015,0.37,176620010,47.3,28.6,1.38,4.82
"547","GA",2016,0.37,178868901,47.3,28.1,1.38,4.919
"548","GA",2017,0.37,173981707,45.6,27.6,1.38,5.005
"549","GA",2018,0.37,176268257,45.7,26.4,1.38,5.23
"550","GA",2019,0.37,168549095,43.3,25.8,1.38,5.354
"551","HI",1970,0.08,5219278,82.1,46.3,0.17,0.367
"552","HI",1971,0.09,5785606,85,46.3,0.17,0.367
"553","HI",1972,0.1,5870637,81.6,47.7,0.18,0.377
"554","HI",1973,0.1,6406178,79.2,44.2,0.18,0.407
"555","HI",1974,0.1,7429637,89.3,43.6,0.18,0.413
"556","HI",1975,0.1,7825482,92.4,38.6,0.18,0.466
"557","HI",1976,0.1,8603167,99.4,38.5,0.19,0.494
"558","HI",1977,0.11,9275371,95.1,35.3,0.2,0.567
"559","HI",1978,0.12,9874813,93.2,35.5,0.215,0.605
"560","HI",1979,0.135,10652107,88.8,34.7,0.22,0.635
"561","HI",1980,0.14,11447081,89.4,34,0.23,0.676
"562","HI",1981,0.15,12388409,85.6,33.1,0.25,0.755
"563","HI",1982,0.17,12586030,77.7,30.4,0.275,0.905
"564","HI",1983,0.21,15802635,80,37.5,0.39,1.039
"565","HI",1984,0.23,17852659,75.7,37,0.4,1.08
"566","HI",1985,0.24,17552309,69.8,36.7,0.43,1.172
"567","HI",1986,0.28,17703976,61.2,36.2,0.45,1.242
"568","HI",1987,0.3,17140688,54.7,34.3,0.46,1.338
"569","HI",1988,0.33,19018054,55.6,32.9,0.49,1.491
"570","HI",1989,0.33,21837583,57.4,32.7,0.52,1.655
"571","HI",1990,0.33,21051417,48.9,34.3,0.56,1.635
"572","HI",1991,0.38,25656992,54.7,32.7,0.67,2.049
"573","HI",1992,0.43,26477000,51.3,30.9,0.7,2.263
"574","HI",1993,0.48,28572503,52.4,39.1,0.84,2.151
"575","HI",1994,0.52,30019000,44.2,36.7,0.84,2.286
"576","HI",1995,0.6,32379975,45.7,36.3,0.84,2.311
"577","HI",1996,0.6,36741900,51.6,34.6,0.84,2.428
"578","HI",1997,0.6,34958631,49.1,40,1.04,2.603
"579","HI",1998,0.8,32418023,35.5,41.1,1.24,3.017
"580","HI",1999,1,38864791,32.5,33.2,1.24,3.733
"581","HI",2000,1,40049538,31.9,33.1,1.34,4.051
"582","HI",2001,1,51825093,42.8,32.3,1.34,4.153
"583","HI",2002,1,62609477,51.1,35,1.59,4.544
"584","HI",2003,1.3,70586392,51.2,35.8,1.69,4.723
"585","HI",2004,1.4,77541842,47.4,35.5,1.79,5.044
"586","HI",2005,1.4,83135360,47,35.9,1.79,4.981
"587","HI",2006,1.4,85702087,48,37.8,1.99,5.269
"588","HI",2007,1.6,88771665,43.7,38.2,2.19,5.74
"589","HI",2008,1.8,101560050,44,40.8,2.39,5.86
"590","HI",2009,2,104433576,41.1,32.1,2.39,7.447
"591","HI",2010,2.6,119926740,36.2,47.4,4.01,8.454
"592","HI",2011,3,135647918,32.9,47.9,4.21,8.788
"593","HI",2012,3.2,130994720,29.8,49.1,4.21,8.571
"594","HI",2013,3.2,120095909,27,48.4,4.21,8.702
"595","HI",2014,3.2,114112464,25.4,47.6,4.21,8.839
"596","HI",2015,3.2,121629881,26.8,47.1,4.21,8.938
"597","HI",2016,3.2,116382902,25.4,46.6,4.21,9.038
"598","HI",2017,3.2,114926266,25.1,46.3,4.21,9.092
"599","HI",2018,3.2,110762991,24.2,45.2,4.21,9.317
"600","HI",2019,3.2,102478034,22.5,44.6,4.21,9.444
"601","IA",1970,0.1,30155675,108.5,46.8,0.18,0.385
"602","IA",1971,0.13,33339377,108.4,50.1,0.21,0.419
"603","IA",1972,0.13,40547730,109.4,50.1,0.21,0.419
"604","IA",1973,0.13,41441346,110.6,48.6,0.21,0.432
"605","IA",1974,0.13,43975775,116.1,46.3,0.21,0.454
"606","IA",1975,0.13,44851832,120.5,43.9,0.21,0.478
"607","IA",1976,0.13,46500488,124.4,42.5,0.21,0.494
"608","IA",1977,0.13,46894948,125.5,38.5,0.21,0.546
"609","IA",1978,0.13,47623434,127.1,37.2,0.21,0.564
"610","IA",1979,0.13,46817786,124.2,35.7,0.21,0.588
"611","IA",1980,0.13,47075859,124.6,34.2,0.21,0.614
"612","IA",1981,0.13,50394103,132.9,35.7,0.26,0.728
"613","IA",1982,0.18,61227054,116.2,31,0.26,0.84
"614","IA",1983,0.18,60490333,115.6,36.4,0.34,0.933
"615","IA",1984,0.18,59082906,111.2,34.2,0.34,0.995
"616","IA",1985,0.18,58018435,109.4,40.1,0.42,1.048
"617","IA",1986,0.26,72024669,104.1,35.9,0.42,1.171
"618","IA",1987,0.26,77092980,101.1,33.9,0.42,1.242
"619","IA",1988,0.34,81689081,100.2,34.5,0.5,1.451
"620","IA",1989,0.31,91397313,94.4,31.4,0.47,1.496
"621","IA",1990,0.31,84199981,95.4,30.2,0.47,1.554
"622","IA",1991,0.31,84762321,97.1,31.4,0.56,1.785
"623","IA",1992,0.36,94916925,95.2,29.5,0.56,1.897
"624","IA",1993,0.36,92518148,92.5,35,0.6,1.714
"625","IA",1994,0.36,93474587,93.4,33.5,0.6,1.79
"626","IA",1995,0.36,95081332,93,32.6,0.6,1.838
"627","IA",1996,0.36,96051777,94,31.7,0.6,1.893
"628","IA",1997,0.36,96381838,93.9,31,0.6,1.938
"629","IA",1998,0.36,96484950,94,28.2,0.6,2.13
"630","IA",1999,0.36,94166860,91.7,21,0.6,2.863
"631","IA",2000,0.36,92817112,88.9,23.4,0.7,2.994
"632","IA",2001,0.36,91235012,86.5,21.9,0.7,3.195
"633","IA",2002,0.36,89794591,85.4,22.6,0.75,3.314
"634","IA",2003,0.36,89889534,85.4,22.5,0.75,3.332
"635","IA",2004,0.36,88715817,83.7,22.9,0.75,3.273
"636","IA",2005,0.36,89210340,83.9,22.3,0.75,3.362
"637","IA",2006,0.36,91301474,85.3,22.3,0.75,3.36
"638","IA",2007,1.36,124274752,76.3,38.5,1.75,4.541
"639","IA",2008,1.36,234137140,57.6,38.8,1.75,4.507
"640","IA",2009,1.36,220212197,53.8,44.5,2.37,5.327
"641","IA",2010,1.36,210730238,51.3,41.3,2.37,5.736
"642","IA",2011,1.36,204155253,49.1,41,2.37,5.781
"643","IA",2012,1.36,202808381,48.6,41.2,2.37,5.753
"644","IA",2013,1.36,202980954,48.5,41.2,2.37,5.748
"645","IA",2014,1.36,198425088,47.1,40.9,2.37,5.791
"646","IA",2015,1.36,196434534,46.5,40.8,2.37,5.812
"647","IA",2016,1.36,202215543,47.7,39.5,2.37,5.997
"648","IA",2017,1.36,192098768,45,38.3,2.37,6.184
"649","IA",2018,1.36,184380885,43,37.7,2.37,6.283
"650","IA",2019,1.36,178920957,41.6,37.1,2.37,6.389
"651","ID",1970,0.07,5142000,102.4,44.6,0.15,0.336
"652","ID",1971,0.07,5446000,108.5,44.5,0.15,0.337
"653","ID",1972,0.07,6459000,126.1,47.1,0.171,0.363
"654","ID",1973,0.091,8492314,121.8,45,0.171,0.38
"655","ID",1974,0.091,8804939,125.6,42.4,0.171,0.403
"656","ID",1975,0.091,8966803,123.3,40.2,0.171,0.425
"657","ID",1976,0.091,9332444,125.1,37.5,0.171,0.456
"658","ID",1977,0.091,9453009,125,33.2,0.171,0.515
"659","ID",1978,0.091,9577228,122.8,30.9,0.171,0.554
"660","ID",1979,0.091,9388416,117.5,30.3,0.171,0.564
"661","ID",1980,0.091,9483198,115.2,28.9,0.171,0.592
"662","ID",1981,0.091,9801784,114.1,25.3,0.171,0.676
"663","ID",1982,0.091,9730763,111.5,22.4,0.171,0.765
"664","ID",1983,0.091,9777154,111.3,28.4,0.251,0.885
"665","ID",1984,0.091,9461798,103.6,25.7,0.251,0.976
"666","ID",1985,0.091,9319619,100.7,25.1,0.251,0.999
"667","ID",1986,0.091,8854269,96.7,23.4,0.251,1.071
"668","ID",1987,0.18,10967700,95,27.9,0.34,1.219
"669","ID",1988,0.18,15763703,84.5,25.4,0.34,1.336
"670","ID",1989,0.18,14427399,78.4,24,0.34,1.413
"671","ID",1990,0.18,16119559,90.1,23.5,0.34,1.444
"672","ID",1991,0.18,14696223,85.4,22.7,0.38,1.672
"673","ID",1992,0.18,15203794,85.1,22.2,0.38,1.712
"674","ID",1993,0.18,15739152,86.7,27.9,0.42,1.505
"675","ID",1994,0.18,17131500,93,31.8,0.52,1.635
"676","ID",1995,0.18,24428178,78.2,29.5,0.52,1.765
"677","ID",1996,0.28,24946162,73.6,28.2,0.52,1.844
"678","ID",1997,0.28,24978614,75,27.8,0.52,1.871
"679","ID",1998,0.28,26264174,78.9,24.7,0.52,2.107
"680","ID",1999,0.28,25459256,75.1,18.8,0.52,2.759
"681","ID",2000,0.28,25249502,66.9,21.3,0.62,2.911
"682","ID",2001,0.28,24152461,66.7,20.3,0.62,3.049
"683","ID",2002,0.28,23410260,63.3,21.1,0.67,3.181
"684","ID",2003,0.57,25061490,64.7,26.3,0.96,3.646
"685","ID",2004,0.57,47319102,60.8,27.4,0.96,3.498
"686","ID",2005,0.57,46326764,58.3,26.6,0.96,3.61
"687","ID",2006,0.57,47917084,58.8,26.3,0.96,3.647
"688","ID",2007,0.57,48960151,58.6,25.2,0.96,3.802
"689","ID",2008,0.57,47784823,55.9,24.9,0.96,3.853
"690","ID",2009,0.57,45510004,52.4,34.6,1.58,4.564
"691","ID",2010,0.57,40925442,46.4,33.6,1.58,4.705
"692","ID",2011,0.57,40626245,45.5,32.6,1.58,4.845
"693","ID",2012,0.57,39326625,43.5,33,1.58,4.789
"694","ID",2013,0.57,39205650,43.1,32.5,1.58,4.861
"695","ID",2014,0.57,37515246,40.8,31.2,1.58,5.059
"696","ID",2015,0.57,37998733,40.8,30.9,1.58,5.118
"697","ID",2016,0.57,38434618,40.7,30.3,1.58,5.213
"698","ID",2017,0.57,37394232,39,29.2,1.58,5.404
"699","ID",2018,0.57,36938983,37.7,28.5,1.58,5.547
"700","ID",2019,0.57,35817868,35.8,27.6,1.58,5.722
"701","IL",1970,0.12,159536073,124.8,48.3,0.2,0.414
"702","IL",1971,0.12,167207000,125.6,47.7,0.2,0.419
"703","IL",1972,0.12,170514000,126.6,48.8,0.2,0.41
"704","IL",1973,0.12,167279000,124.4,47.7,0.2,0.419
"705","IL",1974,0.12,175365000,131.9,44.3,0.2,0.452
"706","IL",1975,0.12,174745000,131.8,41.3,0.2,0.484
"707","IL",1976,0.12,178897000,134.4,40.5,0.2,0.494
"708","IL",1977,0.12,180478000,134,36.6,0.2,0.546
"709","IL",1978,0.12,183660000,136.7,35.2,0.2,0.568
"710","IL",1979,0.12,182296000,135.3,33.3,0.2,0.6
"711","IL",1980,0.12,181085000,135.2,31.7,0.2,0.631
"712","IL",1981,0.12,181080000,133,28.7,0.2,0.696
"713","IL",1982,0.12,176286000,130.7,24.8,0.2,0.808
"714","IL",1983,0.12,175103000,127.9,31.3,0.28,0.896
"715","IL",1984,0.12,170458000,124,29,0.28,0.967
"716","IL",1985,0.12,167493000,121.6,25.8,0.28,1.084
"717","IL",1986,0.2,201810000,118.2,31,0.36,1.162
"718","IL",1987,0.2,252288000,109.5,29,0.36,1.241
"719","IL",1988,0.2,250858000,107.6,27.1,0.36,1.327
"720","IL",1989,0.2,244119000,104.6,31.2,0.46,1.473
"721","IL",1990,0.2,323697000,94.1,29.9,0.46,1.54
"722","IL",1991,0.3,323399000,96.1,27.8,0.5,1.798
"723","IL",1992,0.3,323100000,94.8,26.7,0.5,1.875
"724","IL",1993,0.3,315010000,94.6,37.3,0.68,1.821
"725","IL",1994,0.3,412689145,85.7,36.7,0.68,1.852
"726","IL",1995,0.44,430355142,84.3,36,0.68,1.887
"727","IL",1996,0.44,424160000,81.8,34.2,0.68,1.987
"728","IL",1997,0.44,414750695,79.6,33.6,0.68,2.023
"729","IL",1998,0.44,464445911,80.3,34.1,0.82,2.405
"730","IL",1999,0.58,493297147,72.2,26.2,0.82,3.127
"731","IL",2000,0.58,485040692,70,28.4,0.92,3.238
"732","IL",2001,0.58,477579348,67.1,26.4,0.92,3.491
"733","IL",2002,0.58,471550800,70.9,33.9,1.37,4.038
"734","IL",2003,0.98,653697190,51.4,33.8,1.37,4.058
"735","IL",2004,0.98,744402120,60,31.5,1.37,4.353
"736","IL",2005,0.98,650028120,52.2,29.7,1.37,4.607
"737","IL",2006,0.98,643742700,51.5,28.4,1.37,4.821
"738","IL",2007,0.98,611784600,48.6,27.5,1.37,4.979
"739","IL",2008,0.98,603787800,47.9,27.7,1.37,4.949
"740","IL",2009,0.98,571347840,45.2,35.3,1.99,5.631
"741","IL",2010,0.98,558323640,44.1,33.8,1.99,5.884
"742","IL",2011,0.98,570146571,45.3,33.9,1.99,5.871
"743","IL",2012,0.98,588935400,46.5,43.6,2.99,6.854
"744","IL",2013,1.98,808255800,31.7,42.4,2.99,7.051
"745","IL",2014,1.98,858052008,33.6,41.3,2.99,7.248
"746","IL",2015,1.98,852943608,33.4,40.4,2.99,7.396
"747","IL",2016,1.98,802981080,31.5,39.9,2.99,7.488
"748","IL",2017,1.98,778864680,30.7,39.6,2.99,7.549
"749","IL",2018,1.98,717644664,28.3,39.3,2.99,7.604
"750","IL",2019,1.98,739007280,29.3,44.5,3.99,8.972
"751","IN",1970,0.06,41334000,134.6,43.5,0.14,0.322
"752","IN",1971,0.06,43543000,139.3,43.1,0.14,0.325
"753","IN",1972,0.06,47223000,149.2,42.6,0.14,0.329
"754","IN",1973,0.06,49554000,156,40.6,0.14,0.345
"755","IN",1974,0.06,50996000,159.6,38.2,0.14,0.367
"756","IN",1975,0.06,51934000,162.4,36.2,0.14,0.387
"757","IN",1976,0.06,53081000,166.6,34.5,0.14,0.406
"758","IN",1977,0.06,55024000,173,37,0.185,0.5
"759","IN",1978,0.105,84459000,150.9,35.2,0.185,0.525
"760","IN",1979,0.105,84004000,148.9,34.5,0.185,0.537
"761","IN",1980,0.105,83311000,146.9,31.7,0.185,0.583
"762","IN",1981,0.105,85609000,148.5,28.4,0.185,0.651
"763","IN",1982,0.105,84807000,147.7,24.4,0.185,0.757
"764","IN",1983,0.105,82149000,143,31.1,0.265,0.852
"765","IN",1984,0.105,79979000,137.8,29.8,0.265,0.888
"766","IN",1985,0.105,78908000,135.3,28.3,0.265,0.936
"767","IN",1986,0.105,79546000,137.6,26.5,0.265,1.001
"768","IN",1987,0.105,78617000,134,29.4,0.32,1.093
"769","IN",1988,0.155,115681939,134,26.5,0.315,1.19
"770","IN",1989,0.155,112344108,132.5,24,0.315,1.308
"771","IN",1990,0.155,111470978,128.3,23.2,0.315,1.358
"772","IN",1991,0.155,114707074,127.2,23.1,0.355,1.535
"773","IN",1992,0.155,110491216,128.2,22.5,0.355,1.575
"774","IN",1993,0.155,109194371,126.8,26.9,0.395,1.466
"775","IN",1994,0.155,111199531,128.2,27,0.395,1.463
"776","IN",1995,0.155,120669058,135.4,26.7,0.395,1.478
"777","IN",1996,0.155,120985631,135.1,25.3,0.395,1.563
"778","IN",1997,0.155,122485409,135.3,23.7,0.395,1.668
"779","IN",1998,0.155,123065738,135.9,20.8,0.395,1.9
"780","IN",1999,0.155,120640333,133.3,15.2,0.395,2.602
"781","IN",2000,0.155,117604267,125.5,18.3,0.495,2.704
"782","IN",2001,0.155,114381404,121.4,16.4,0.495,3.02
"783","IN",2002,0.155,114756720,121.4,26.4,0.945,3.574
"784","IN",2003,0.555,343657232,101.1,26.9,0.945,3.514
"785","IN",2004,0.555,335915185,97.7,27.4,0.945,3.451
"786","IN",2005,0.555,331903577,96.1,26.9,0.945,3.509
"787","IN",2006,0.555,343491000,98.7,27.1,0.945,3.49
"788","IN",2007,0.555,358376047,102.3,33.5,1.385,4.138
"789","IN",2008,0.995,515812582,81.7,33.8,1.385,4.093
"790","IN",2009,0.995,500769869,78.9,41.6,2.005,4.814
"791","IN",2010,0.995,462532256,71.7,39,2.005,5.147
"792","IN",2011,0.995,448763368,69.6,38.6,2.005,5.199
"793","IN",2012,0.995,428080840,66,38.3,2.005,5.231
"794","IN",2013,0.995,434473203,66.9,38.1,2.005,5.257
"795","IN",2014,0.995,417532271,63.6,37.2,2.005,5.39
"796","IN",2015,0.995,411617471,62.7,37.1,2.005,5.41
"797","IN",2016,0.995,431322426,62.4,35.9,2.005,5.581
"798","IN",2017,0.995,401065746,61.2,35.4,2.005,5.666
"799","IN",2018,0.995,381595301,58.3,35.1,2.005,5.716
"800","IN",2019,0.995,371597683,56.5,34.1,2.005,5.887
"801","KS",1970,0.08,21175000,114,48.8,0.19,0.389
"802","KS",1971,0.11,25020000,102.8,49,0.19,0.388
"803","KS",1972,0.11,27567000,111,48.3,0.19,0.393
"804","KS",1973,0.11,28610492,115.2,47.3,0.19,0.402
"805","KS",1974,0.11,29740692,118.6,44.5,0.19,0.427
"806","KS",1975,0.11,30820823,123.4,40.8,0.19,0.466
"807","KS",1976,0.11,32063308,127.7,39.5,0.19,0.481
"808","KS",1977,0.11,32492220,127.9,36.1,0.19,0.526
"809","KS",1978,0.11,32518489,127.1,34.7,0.19,0.548
"810","KS",1979,0.11,32655500,126.4,32.6,0.19,0.583
"811","KS",1980,0.11,33130559,127.1,31.8,0.19,0.598
"812","KS",1981,0.11,34323231,132,29.2,0.19,0.651
"813","KS",1982,0.11,34299712,130.9,24.7,0.19,0.77
"814","KS",1983,0.11,33792242,127.6,35.2,0.32,0.91
"815","KS",1984,0.16,45063879,121.7,32.8,0.32,0.975
"816","KS",1985,0.16,45327675,115.7,38.8,0.4,1.03
"817","KS",1986,0.24,58286236,109.4,34.9,0.4,1.145
"818","KS",1987,0.24,62374658,105.2,32.3,0.4,1.239
"819","KS",1988,0.24,61770458,103.2,29.3,0.4,1.365
"820","KS",1989,0.24,57951000,96.5,27.4,0.4,1.458
"821","KS",1990,0.24,55437320,94.3,27.5,0.4,1.457
"822","KS",1991,0.24,55637270,91.8,25.3,0.44,1.742
"823","KS",1992,0.24,53617108,90,25.3,0.44,1.742
"824","KS",1993,0.24,53792399,89.9,30.1,0.48,1.596
"825","KS",1994,0.24,54036609,89.1,29,0.48,1.657
"826","KS",1995,0.24,54600292,90.1,28.6,0.48,1.677
"827","KS",1996,0.24,54477448,88.7,28,0.48,1.713
"828","KS",1997,0.24,55167155,89.2,26,0.48,1.843
"829","KS",1998,0.24,53990126,87.6,23.2,0.48,2.07
"830","KS",1999,0.24,52382238,83.3,17.7,0.48,2.712
"831","KS",2000,0.24,50886541,79.8,19.7,0.58,2.941
"832","KS",2001,0.24,50144482,78.1,19.3,0.58,3
"833","KS",2002,0.24,49196827,77.5,29.3,1.09,3.726
"834","KS",2003,0.79,119411772,60.7,30.5,1.18,3.87
"835","KS",2004,0.79,121226400,56.3,31.5,1.18,3.748
"836","KS",2005,0.79,118661808,54.9,31.6,1.18,3.73
"837","KS",2006,0.79,120015024,55.4,29.6,1.18,3.988
"838","KS",2007,0.79,116016672,53.1,28.7,1.18,4.11
"839","KS",2008,0.79,113466516,51.7,28.9,1.18,4.082
"840","KS",2009,0.79,108641160,49.1,37.9,1.8,4.747
"841","KS",2010,0.79,100798776,45.2,36,1.8,4.997
"842","KS",2011,0.79,95864364,41.2,35.2,1.8,5.112
"843","KS",2012,0.79,97502160,43,34.9,1.8,5.154
"844","KS",2013,0.79,93306900,41,35,1.8,5.14
"845","KS",2014,0.79,90240336,39.5,34.3,1.8,5.247
"846","KS",2015,0.79,90235524,39.3,39.7,2.3,5.793
"847","KS",2016,1.29,139982444,36.4,38.9,2.3,5.914
"848","KS",2017,1.29,133706394,34.5,38.2,2.3,6.014
"849","KS",2018,1.29,125124787,33.3,36.9,2.3,6.225
"850","KS",2019,1.29,116778114,31.1,36.1,2.3,6.373
